"Date","Samsung","Apple","Unknown","Nokia","Xiaomi","Huawei","LG","Oppo","Motorola","Sony","HTC","Lenovo","RIM","Micromax","Vivo","Realme","Mobicel","Asus","Google","General Mobile","BBK","OnePlus","ZTE","Tecno","Alcatel","Infinix","Lava","Gionee","Vodafone","Itel","Turkcell","Wiko","Coolpad","Casper","Lyf","Hisense","Vestel","Spice","AIS","Meizu","bq","QMobile","LeEco","Panasonic","True","Kyocera","Acer","Reliance Digital","Pantech","Honor","InFocus","Intex","Xolo","Nintendo","Smartfren","Blu","Archos","T-Mobile","HP","Infinex","i-Mobile","Condor","Avea","Karbonn","dtac","Sharp","Yu","Symphony","Lanix","Other"
2020-02,30.91,25.89,1.95,0.81,7.8,10.98,2.34,4.31,2.36,0.8,0.37,0.77,0.02,0.12,0.11,0.89,2.89,0.69,0.7,0.41,0.34,0.78,0.31,0.44,0.28,0.38,0.13,0.09,0.06,0.15,0.06,0.09,0.06,0.15,0.02,0.4,0.19,0,0.01,0.08,0.06,0.08,0.03,0.03,0,0.02,0.01,0.01,0,0.05,0.02,0.01,0.04,0,0.01,0.01,0.01,0.02,0,0.02,0,0.03,0,0.01,0,0.02,0.01,0.02,0.01,0.32
2020-03,30.8,27.03,1.83,0.72,7.7,10.7,2.28,4.3,2.35,0.76,0.36,0.74,0.02,0.12,0.11,0.93,2.87,0.66,0.73,0.36,0.31,0.78,0.37,0.4,0.28,0.37,0.12,0.08,0.06,0.13,0.06,0.09,0.05,0.13,0.02,0.32,0.17,0,0,0.07,0.05,0.07,0.03,0.02,0,0.02,0.01,0.01,0,0.05,0.02,0.01,0.04,0,0.01,0.01,0.01,0.02,0,0.02,0,0.03,0,0.01,0,0.02,0.01,0.01,0.01,0.32
2020-04,30.41,28.79,1.55,0.69,7.6,10.28,2.28,4.2,2.51,0.76,0.35,0.71,0.02,0.1,0.1,0.9,2.75,0.7,0.75,0.33,0.28,0.8,0.24,0.38,0.27,0.35,0.1,0.07,0.05,0.12,0.06,0.08,0.05,0.12,0.02,0.25,0.15,0,0,0.07,0.04,0.05,0.03,0.02,0,0.02,0.01,0.01,0,0.06,0.01,0.01,0.03,0,0.01,0.01,0.01,0.02,0,0.02,0,0.02,0,0.01,0,0.02,0.01,0.01,0.01,0.3
2020-05,30.18,26.72,1.8,0.73,8.36,10.39,2.19,4.7,2.46,0.78,0.36,0.77,0.02,0.1,0.11,1.04,3.12,0.76,0.7,0.28,0.31,0.81,0.25,0.44,0.29,0.39,0.11,0.08,0.05,0.14,0.06,0.08,0.05,0.11,0.02,0.28,0.13,0,0,0.07,0.05,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0,0.06,0.02,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.03,0,0.01,0,0.03,0.01,0.01,0.01,0.31
2020-06,31.06,25.26,1.81,0.74,8.55,10.69,2.11,4.65,2.57,0.78,0.35,0.75,0.02,0.1,0.1,1.04,3.18,0.75,0.68,0.34,0.29,0.77,0.23,0.5,0.25,0.42,0.11,0.08,0.05,0.15,0.09,0.08,0.04,0.13,0.02,0.25,0.16,0,0,0.07,0.05,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0,0.06,0.02,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.01,0,0.03,0.01,0.01,0.01,0.3
2020-07,30.95,24.82,1.8,0.76,8.94,10.75,2.03,4.69,2.45,0.75,0.33,0.74,0.02,0.11,0.1,1.13,3.46,0.72,0.65,0.37,0.29,0.76,0.21,0.53,0.24,0.42,0.11,0.08,0.06,0.16,0.09,0.08,0.04,0.14,0.02,0.26,0.17,0,0,0.07,0.04,0.04,0.03,0.02,0,0.02,0.01,0.01,0,0.06,0.01,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.01,0,0.02,0.01,0.01,0.01,0.29
2020-08,31.04,25.15,1.81,0.74,8.9,10.73,1.96,4.69,2.39,0.73,0.32,0.72,0.02,0.1,0.1,1.18,3.38,0.7,0.63,0.38,0.27,0.75,0.2,0.54,0.23,0.45,0.1,0.07,0.05,0.16,0.08,0.07,0.04,0.15,0.02,0.25,0.17,0,0,0.06,0.04,0.04,0.02,0.02,0,0.02,0.01,0,0,0.06,0.01,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0.02,0.01,0.01,0.01,0.27
2020-09,30.57,24.98,1.67,0.74,9.49,10.58,1.88,4.94,2.27,0.69,0.29,0.67,0.01,0.09,0.1,1.45,3.5,0.67,0.63,0.33,0.26,0.81,0.19,0.6,0.21,0.55,0.1,0.07,0.05,0.18,0.05,0.07,0.03,0.14,0.02,0.23,0.16,0,0,0.06,0.04,0.05,0.02,0.02,0,0.02,0.01,0,0,0.06,0.01,0.01,0.02,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0.02,0,0.01,0.01,0.26
2020-10,30.25,26.53,1.84,0.69,9.67,10.44,1.79,4.83,2.21,0.67,0.28,0.65,0.02,0.08,0.1,1.55,2.54,0.64,0.63,0.31,0.24,0.85,0.18,0.59,0.2,0.55,0.09,0.06,0.05,0.17,0.04,0.06,0.03,0.13,0.01,0.19,0.15,0,0,0.05,0.04,0.05,0.02,0.02,0,0.02,0.01,0,0,0.06,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0.02,0,0.01,0.01,0.24
2020-11,30.36,28.19,2.78,0.69,9.6,10.43,1.81,4.8,2.2,0.67,0.27,0.62,0.02,0.08,0.13,1.65,0,0.62,0.7,0.26,0.2,0.83,0.18,0.62,0.2,0.59,0.08,0.06,0.04,0.18,0.04,0.06,0.03,0.11,0.01,0.15,0.12,0,0,0.05,0.04,0.05,0.02,0.02,0,0.02,0.01,0,0,0.04,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0.02,0,0.01,0.01,0.24
2020-12,29.14,26.91,1.69,0.66,10.02,9.83,1.71,5.02,2.09,0.61,0.24,0.62,0.01,0.08,3.7,2.07,0.01,0.58,0.66,0.2,0.2,0.84,0.16,0.73,0.17,0.63,0.1,0.06,0.04,0.21,0.03,0.06,0.03,0.08,0.01,0.07,0.09,0,0,0.04,0.03,0.05,0.02,0.02,0,0.02,0,0,0,0.04,0.01,0.01,0,0,0.01,0.01,0.01,0.02,0,0.05,0,0.02,0,0,0,0.02,0,0.01,0.01,0.22
2021-01,28.97,27.47,1.61,0.63,10.04,9.72,1.69,5.03,2.13,0.6,0.23,0.6,0.01,0.08,3.74,2.11,0.01,0.57,0.66,0.19,0.19,0.83,0.16,0.67,0.16,0.58,0.1,0.05,0.03,0.19,0.02,0.05,0.03,0.08,0.01,0.04,0.08,0,0,0.04,0.03,0.04,0.02,0.01,0,0.02,0,0,0,0.04,0.01,0.01,0,0,0.01,0.01,0,0.02,0,0.06,0,0.02,0,0,0,0.03,0,0.01,0.01,0.21
2021-02,28.52,27.33,1.82,0.64,10.27,9.62,1.67,5.07,2.17,0.59,0.22,0.61,0.01,0.08,3.84,2.23,0.01,0.56,0.66,0.16,0.2,0.83,0.16,0.7,0.16,0.6,0.1,0.06,0.03,0.19,0.02,0.05,0.03,0.07,0.01,0.04,0.07,0,0,0.04,0.03,0.04,0.02,0.02,0,0.02,0,0,0,0.04,0.01,0.01,0,0,0,0.01,0,0.02,0,0.07,0,0.02,0,0,0,0.03,0,0.01,0.01,0.2
2021-03,28.35,27.41,1.94,0.64,10.31,9.27,1.63,5.29,2.16,0.59,0.23,0.59,0.01,0.08,3.95,2.32,0.01,0.57,0.66,0.13,0.19,0.83,0.15,0.7,0.15,0.61,0.11,0.05,0.03,0.19,0.01,0.05,0.03,0.05,0.01,0.03,0.06,0,0,0.04,0.02,0.04,0.02,0.01,0,0.02,0,0,0,0.04,0.01,0.01,0,0,0,0.01,0,0.03,0,0.08,0,0.02,0,0,0,0.03,0,0.01,0.01,0.19
2021-04,28.15,27,2.45,0.64,10.43,9.19,1.6,5.31,2.19,0.55,0.21,0.62,0.02,0.08,3.99,2.34,0.01,0.55,0.68,0.12,0.19,0.85,0.14,0.73,0.14,0.61,0.11,0.05,0.03,0.2,0.01,0.04,0.03,0.05,0.01,0.03,0.05,0,0,0.04,0.02,0.03,0.02,0.01,0,0.02,0,0,0,0.04,0.01,0.01,0,0,0,0.01,0,0.03,0,0.09,0,0.02,0,0,0,0.03,0,0.01,0.01,0.19
2021-05,27.84,26.46,3.2,0.64,10.63,8.84,1.58,5.39,2.18,0.53,0.2,0.6,0.01,0.07,4.12,2.41,0.01,0.53,0.67,0.14,0.19,0.87,0.14,0.77,0.13,0.62,0.11,0.05,0.03,0.21,0.01,0.04,0.03,0.06,0.01,0.03,0.06,0,0,0.04,0.02,0.03,0.02,0.01,0,0.02,0,0,0,0.04,0.01,0.01,0,0,0,0.01,0,0.03,0,0.1,0,0.01,0,0,0,0.02,0,0.01,0,0.19
2021-06,27.48,26.35,3.12,0.64,10.8,8.66,1.55,5.67,2.23,0.5,0.2,0.57,0.01,0.07,4.32,2.62,0.01,0.52,0.66,0.13,0.19,0.89,0.14,0.74,0.13,0.63,0.11,0.05,0.03,0.2,0.01,0.04,0.03,0.05,0.01,0.02,0.06,0,0,0.04,0.01,0.03,0.02,0.01,0,0.02,0,0,0,0.04,0.01,0.01,0,0,0,0.01,0,0.03,0,0.11,0,0.01,0,0,0,0.02,0,0.01,0,0.18
2021-07,27.33,26.92,3.21,0.63,10.94,8.19,1.55,5.54,2.27,0.48,0.19,0.56,0.01,0.07,4.34,2.66,0.01,0.5,0.67,0.12,0.18,0.88,0.13,0.74,0.12,0.6,0.1,0.05,0.02,0.2,0.01,0.03,0.03,0.05,0.01,0.02,0.05,0,0,0.03,0.01,0.03,0.02,0.01,0,0.02,0,0,0,0.04,0.01,0,0,0,0,0,0,0.04,0,0.11,0,0.01,0,0,0,0.02,0,0.01,0,0.18
2021-08,27.92,26.42,2.27,0.6,11.38,7.91,1.52,5.61,2.25,0.46,0.17,0.54,0.01,0.05,4.58,2.83,0.01,0.47,0.68,0.11,0.16,0.96,0.13,0.86,0.11,0.82,0.09,0.05,0.03,0.26,0.01,0.03,0.02,0.05,0.01,0.02,0.05,0,0,0.03,0.01,0.03,0.01,0.01,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0.11,0,0.01,0,0,0,0.02,0,0.01,0,0.19
2021-09,27.55,26.75,2.26,0.58,11.51,7.88,1.45,5.65,2.26,0.44,0.16,0.53,0.01,0.05,4.57,2.85,0.01,0.44,0.67,0.1,0.15,0.96,0.13,0.9,0.11,0.88,0.08,0.04,0.02,0.27,0.01,0.03,0.02,0.04,0.01,0.02,0.05,0,0,0.03,0.01,0.02,0.01,0.01,0,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0.03,0,0.11,0,0.01,0,0,0,0.02,0,0.01,0,0.17
2021-10,27.06,28.21,2.28,0.55,11.4,7.64,1.41,5.37,2.28,0.43,0.15,0.49,0.01,0.04,4.29,3.05,0.01,0.41,0.68,0.1,0.14,0.95,0.13,0.85,0.1,0.85,0.07,0.04,0.02,0.25,0.01,0.03,0.02,0.04,0.01,0.02,0.04,0,0,0.03,0.02,0.02,0.11,0.01,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0.1,0,0.02,0,0,0,0.02,0,0,0,0.15
2021-11,27.18,28.54,2.62,0.55,11.37,7.52,1.37,5.3,2.33,0.42,0.14,0.47,0.01,0.04,4.2,2.73,0.01,0.39,0.65,0.09,0.13,0.95,0.13,0.87,0.1,0.88,0.07,0.04,0.02,0.25,0.01,0.03,0.02,0.04,0,0.02,0.04,0,0,0.03,0.01,0.02,0.04,0.01,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0.1,0,0.02,0,0,0,0.02,0,0,0,0.15
2021-12,26.93,29.24,2.72,0.54,11.52,7.19,1.27,5.31,2.25,0.41,0.14,0.45,0.01,0.04,4.13,2.75,0.01,0.39,0.73,0.1,0.12,0.96,0.12,0.81,0.09,0.83,0.07,0.03,0.02,0.24,0.01,0.02,0.02,0.04,0,0.02,0.04,0,0,0.03,0.01,0.02,0.02,0.01,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0.1,0,0.01,0,0,0,0.02,0,0,0,0.14
2022-01,27.18,29.49,2.19,0.52,11.54,6.64,1.21,5.29,2.42,0.44,0.13,0.46,0.01,0.03,4.26,2.92,0,0.36,0.78,0.11,0.11,1.07,0.12,0.85,0.1,0.83,0.06,0.03,0.02,0.23,0.01,0.02,0.02,0.04,0,0.01,0.04,0,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0.08,0,0.02,0,0,0,0.02,0,0,0,0.17
2022-02,27.68,28.29,2.17,0.54,11.61,6.41,1.38,5.36,2.91,0.43,0.12,0.45,0.01,0.03,4.19,3,0,0.35,0.76,0.1,0.11,1.04,0.12,0.94,0.1,0.91,0.06,0.03,0.02,0.26,0.01,0.02,0.02,0.03,0,0.01,0.03,0,0,0.02,0.01,0.01,0.01,0,0,0.02,0,0,0,0.05,0,0,0,0,0,0,0,0.04,0,0.09,0,0.02,0,0,0,0.02,0,0,0,0.18
2022-03,28.22,27.57,2.25,0.54,12.24,6.53,1.26,5.25,2.66,0.45,0.12,0.43,0.01,0.03,4.12,2.99,0,0.35,0.75,0.14,0.1,1.04,0.11,0.93,0.1,0.85,0.05,0.03,0.02,0.25,0.01,0.02,0.01,0.05,0,0.01,0.04,0,0,0.02,0.01,0.01,0.01,0,0,0.02,0,0,0,0.05,0,0,0,0,0,0,0,0.04,0,0.08,0,0.01,0,0,0,0.02,0,0,0,0.19
2022-04,27.94,27.68,2.55,0.54,12.18,6.18,1.18,5.37,2.62,0.46,0.12,0.42,0.01,0.02,4.25,3.09,0,0.35,0.81,0.1,0.1,1.05,0.11,0.94,0.09,0.86,0.05,0.03,0.02,0.26,0.01,0.02,0.01,0.03,0,0.02,0.03,0,0,0.02,0.01,0.01,0.01,0,0,0.02,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.08,0,0.01,0,0,0,0.02,0,0,0,0.18
2022-05,28.25,27.83,2.25,0.51,12.64,6.25,1.09,5.37,2.42,0.43,0.12,0.38,0,0.02,4.08,3.04,0,0.32,0.77,0.19,0.08,1.04,0.11,0.9,0.09,0.84,0.04,0.03,0.02,0.23,0.01,0.02,0.01,0.06,0,0.01,0.06,0,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0.04,0,0.08,0,0.01,0,0,0,0.02,0,0,0,0.18
2022-06,28.24,27.22,2.12,0.5,13.05,6.09,1.03,5.76,2.35,0.4,0.1,0.37,0,0.02,4.3,3.26,0,0.29,0.73,0.2,0.08,1.04,0.1,0.85,0.08,0.87,0.04,0.02,0.02,0.22,0.01,0.01,0.01,0.07,0,0.01,0.06,0,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.08,0,0.01,0,0,0,0.02,0,0,0,0.17
2022-07,28.17,27.5,2.62,0.49,12.86,6.34,1.01,5.39,2.41,0.35,0.08,0.35,0,0.02,4.28,3.1,0,0.26,0.75,0.2,0.1,1.02,0.1,0.82,0.08,0.77,0.04,0.02,0.02,0.2,0.01,0.01,0.01,0.07,0,0.01,0.06,0,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0.05,0,0.07,0,0.01,0,0,0,0.02,0,0,0,0.18
2022-08,28.76,27.83,2.54,0.49,12.8,6.03,1,5.14,2.48,0.35,0.09,0.35,0,0.01,3.95,2.94,0,0.24,0.74,0.21,0.07,1.02,0.11,0.96,0.09,0.86,0.03,0.02,0.02,0.22,0.01,0.01,0.01,0.07,0,0.01,0.06,0,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0.05,0,0.08,0,0.01,0,0,0,0.02,0,0,0,0.18
2022-09,28.41,27.8,2.31,0.48,13.02,5.64,0.93,5.32,2.36,0.32,0.08,0.34,0,0.02,4.29,3.16,0,0.23,0.73,0.2,0.07,1.07,0.11,1.02,0.09,0.92,0.03,0.02,0.02,0.25,0.01,0.01,0.01,0.08,0,0.02,0.06,0,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0.08,0,0,0,0,0,0.01,0,0.06,0,0.08,0,0,0,0,0,0.02,0,0,0,0.27
2022-10,28.21,28.41,2.19,0.45,12.73,5.27,0.85,5.53,2.33,0.31,0.07,0.31,0,0.02,4.31,3.16,0,0.21,0.77,0.18,0.06,1.11,0.11,1.09,0.09,0.96,0.03,0.02,0.01,0.26,0.01,0.01,0.01,0.09,0,0.02,0.05,0,0,0.02,0.01,0,0.01,0,0,0.02,0,0,0,0.09,0,0,0,0,0,0.01,0,0.07,0,0.07,0,0.01,0,0,0,0.02,0,0,0,0.37
2022-11,28.33,27.48,2.16,0.45,12.97,4.98,0.78,6.28,2.3,0.29,0.06,0.3,0,0.02,4.59,3.37,0,0.19,0.72,0.17,0.06,1.12,0.1,1.02,0.08,0.98,0.03,0.02,0.01,0.25,0.01,0.01,0.01,0.08,0,0.02,0.05,0,0,0.02,0.01,0.01,0.02,0,0,0.02,0,0,0,0.09,0,0,0,0,0,0.01,0,0.06,0,0.07,0,0.01,0,0,0,0.02,0,0,0,0.38
2022-12,27.38,26.98,3.28,0.43,12.35,5.25,0.71,6.4,2.25,0.27,0.05,0.29,0,0.02,5.07,3.68,0,0.19,0.75,0.1,0.08,1.21,0.1,0.98,0.07,1,0.03,0.02,0.01,0.24,0,0.01,0.01,0.05,0,0.02,0.03,0,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0.12,0,0,0,0,0,0.01,0,0.05,0,0.08,0,0.01,0,0,0,0.02,0,0,0,0.32
2023-01,27.09,27.6,2.74,0.45,12.52,4.62,0.68,6.41,2.3,0.27,0.05,0.3,0,0.02,5.26,3.96,0,0.19,0.74,0.08,0.07,1.26,0.11,1.07,0.07,1.06,0.03,0.02,0.01,0.26,0,0.01,0.01,0.04,0,0.02,0.02,0,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0.12,0,0,0,0,0,0.01,0,0.05,0,0.08,0,0,0,0,0,0.02,0,0,0,0.3
2023-02,26.75,27.1,3.14,0.45,12.29,4.84,0.64,6.86,2.28,0.24,0.05,0.29,0,0.02,5.3,4.03,0,0.17,0.76,0.06,0.08,1.22,0.1,1.06,0.07,1.15,0.02,0.01,0.01,0.26,0,0.01,0.01,0.03,0,0.02,0.02,0,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0.12,0,0,0,0,0,0.01,0,0.04,0,0.08,0,0.01,0,0,0,0.01,0,0,0,0.29
2023-03,27.1,28.42,3,0.46,12.16,4.32,0.7,6.39,2.5,0.25,0.06,0.29,0,0.02,5.17,3.79,0,0.18,0.74,0.05,0.07,1.23,0.1,1.01,0.07,0.95,0.02,0.01,0.01,0.25,0,0.01,0.01,0.03,0,0.02,0.01,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0,0,0.12,0,0,0,0,0,0.01,0,0.04,0,0.07,0,0,0,0,0,0.01,0,0,0,0.28
2023-04,26.05,30.61,3.2,0.45,11.68,4.11,0.62,6.35,2.21,0.24,0.06,0.29,0,0.02,5.09,3.68,0,0.18,0.73,0.05,0.07,1.18,0.1,1.03,0.06,0.97,0.02,0.01,0.01,0.26,0,0.01,0.01,0.02,0,0.02,0.01,0,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0.12,0,0,0,0,0,0.01,0,0.04,0,0.07,0,0,0,0,0,0.01,0,0,0,0.27
2023-05,25.27,31.44,4.39,0.44,11.13,4.01,0.54,6.52,2.05,0.24,0.05,0.28,0,0.01,4.88,3.51,0,0.16,0.76,0.03,0.06,1.06,0.1,1.01,0.06,1.02,0.02,0.01,0.01,0.26,0,0.01,0.01,0.02,0,0.02,0.01,0,0,0.02,0,0,0.01,0,0,0.01,0,0,0,0.14,0,0,0,0,0,0.01,0,0.04,0,0.07,0,0,0,0,0,0.01,0,0,0,0.26
2023-06,24.59,28.44,6.74,0.42,11.05,4.07,0.49,6.95,2.01,0.23,0.05,0.26,0,0.01,5.39,3.78,0,0.15,0.89,0.03,0.07,1.12,0.08,0.99,0.05,1.06,0.02,0.01,0.01,0.26,0,0.01,0.01,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.2,0,0,0,0,0,0.02,0,0.06,0,0.06,0,0,0,0,0,0.01,0,0,0,0.3
2023-07,24.22,28.39,7.35,0.39,11.21,4,0.48,6.06,2.11,0.24,0.05,0.26,0,0.02,5.53,3.87,0,0.15,0.95,0.03,0.08,1.27,0.08,1.08,0.05,1.06,0.03,0.02,0.01,0.28,0,0.01,0.01,0.01,0,0.02,0.01,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0.22,0,0,0,0,0,0.02,0,0.06,0,0.07,0,0,0,0,0,0.01,0,0,0,0.26
2023-08,24.16,28.53,7.74,0.4,11.09,4,0.47,5.85,2.12,0.24,0.05,0.26,0,0.01,5.37,3.77,0,0.14,0.95,0.03,0.07,1.29,0.08,1.17,0.04,1.1,0.02,0.01,0.01,0.3,0,0.01,0.01,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.22,0,0,0,0,0,0.02,0,0.06,0,0.07,0,0,0,0,0,0.01,0,0,0,0.25
2023-09,24.23,29.58,8.12,0.39,10.84,3.81,0.45,5.53,2.1,0.25,0.06,0.25,0,0.01,5.02,3.52,0,0.17,0.95,0.02,0.06,1.22,0.08,1.19,0.05,1.06,0.02,0.01,0.01,0.3,0,0.01,0.01,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.23,0,0,0,0,0,0.02,0,0.06,0,0.06,0,0,0,0,0,0.01,0,0,0,0.23
2023-10,24.69,29.65,7.11,0.38,10.99,3.6,0.44,5.52,2.17,0.26,0.06,0.25,0,0.01,4.93,3.48,0,0.18,1.14,0.02,0.06,1.22,0.08,1.33,0.05,1.2,0.02,0.01,0.01,0.37,0,0.01,0,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.27,0,0,0,0,0,0.02,0,0.05,0,0.06,0,0,0,0,0,0.01,0,0,0,0.25
2023-11,24.61,29.12,6.81,0.38,11.52,3.52,0.42,5.59,2.16,0.26,0.05,0.26,0,0.01,4.97,3.58,0,0.19,0.98,0.02,0.06,1.21,0.09,1.47,0.06,1.34,0.02,0.01,0.01,0.44,0,0.01,0,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.35,0,0,0,0,0,0.01,0,0.05,0,0.06,0,0,0,0,0,0.01,0,0,0,0.27
2023-12,24.15,28.8,6.78,0.38,11.99,3.49,0.38,5.63,2.15,0.26,0.05,0.25,0,0.01,5.13,3.74,0,0.17,0.95,0.02,0.06,1.28,0.09,1.51,0.05,1.34,0.02,0.01,0.01,0.46,0,0.01,0,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.37,0,0,0,0,0,0.01,0,0.04,0,0.06,0,0,0,0,0,0.01,0,0,0,0.27
2024-01,23.69,29.27,7.15,0.36,11.9,3.59,0.35,5.64,2.15,0.23,0.05,0.26,0,0.01,5.02,3.65,0,0.18,0.97,0.02,0.06,1.24,0.09,1.42,0.05,1.3,0.02,0.01,0.01,0.43,0,0.01,0,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.42,0,0,0,0,0,0.01,0,0.04,0,0.05,0,0,0,0,0,0.01,0,0,0,0.27
2024-02,23.77,27.84,7.43,0.37,11.74,3.62,0.33,6.3,2.07,0.24,0.04,0.25,0,0.01,5.12,3.98,0,0.17,0.94,0.02,0.07,1.16,0.09,1.51,0.05,1.46,0.03,0.01,0.01,0.47,0,0.01,0,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.45,0,0,0,0,0,0.01,0,0.04,0,0.06,0,0,0,0,0,0.01,0,0,0,0.26
2024-03,23.85,28.46,8.06,0.37,11.59,3.29,0.34,5.9,2.23,0.24,0.04,0.25,0,0.01,5.08,3.57,0,0.16,1.04,0.02,0.07,1.15,0.09,1.48,0.05,1.28,0.02,0.01,0.01,0.47,0,0.01,0,0.01,0,0.02,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.44,0,0,0,0,0,0.01,0,0.04,0,0.05,0,0,0,0,0,0.01,0,0,0,0.26
2024-04,23.95,27.95,8.11,0.35,11.44,3.36,0.34,5.77,2.29,0.26,0.04,0.24,0,0.01,5,3.53,0,0.15,1.14,0.02,0.07,1.16,0.1,1.63,0.04,1.46,0.03,0.01,0.01,0.53,0,0.01,0,0.01,0,0.02,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.56,0,0,0,0,0,0.01,0,0.05,0,0.05,0,0,0,0,0,0.01,0,0,0,0.26
2024-05,24.18,27.42,7.8,0.35,11.6,3.43,0.33,5.85,2.29,0.28,0.04,0.24,0,0.01,5.12,3.55,0,0.14,1.22,0.01,0.07,1.17,0.09,1.63,0.04,1.49,0.03,0.01,0.01,0.54,0,0.01,0,0.01,0,0.02,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.61,0,0,0,0,0,0.01,0,0.05,0,0.05,0,0,0,0,0,0.01,0,0,0,0.25
2010-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
